DAY_DATE,MONTH_ID,QUARTER_ID,YEAR_ID,PREV_DAY_DATE,LM_DAY_DATE,LQ_DAY_DATE,LY_DAY_DATE
16-Oct-14,201410,20144,2014,15-Oct-14,16-Sep-14,16-Jul-14,16-Oct-13
17-Oct-14,201410,20144,2014,16-Oct-14,17-Sep-14,17-Jul-14,17-Oct-13
18-Oct-14,201410,20144,2014,17-Oct-14,18-Sep-14,18-Jul-14,18-Oct-13
19-Oct-14,201410,20144,2014,18-Oct-14,19-Sep-14,19-Jul-14,19-Oct-13
20-Oct-14,201410,20144,2014,19-Oct-14,20-Sep-14,20-Jul-14,20-Oct-13
21-Oct-14,201410,20144,2014,20-Oct-14,21-Sep-14,21-Jul-14,21-Oct-13
22-Oct-14,201410,20144,2014,21-Oct-14,22-Sep-14,22-Jul-14,22-Oct-13
23-Oct-14,201410,20144,2014,22-Oct-14,23-Sep-14,23-Jul-14,23-Oct-13
24-Oct-14,201410,20144,2014,23-Oct-14,24-Sep-14,24-Jul-14,24-Oct-13
25-Oct-14,201410,20144,2014,24-Oct-14,25-Sep-14,25-Jul-14,25-Oct-13
26-Oct-14,201410,20144,2014,25-Oct-14,26-Sep-14,26-Jul-14,26-Oct-13
27-Oct-14,201410,20144,2014,26-Oct-14,27-Sep-14,27-Jul-14,27-Oct-13
28-Oct-14,201410,20144,2014,27-Oct-14,28-Sep-14,28-Jul-14,28-Oct-13
29-Oct-14,201410,20144,2014,28-Oct-14,29-Sep-14,29-Jul-14,29-Oct-13
30-Oct-14,201410,20144,2014,29-Oct-14,30-Sep-14,30-Jul-14,30-Oct-13
31-Oct-14,201410,20144,2014,30-Oct-14,30-Sep-14,31-Jul-14,31-Oct-13
01-Nov-14,201411,20144,2014,31-Oct-14,01-Oct-14,01-Aug-14,01-Nov-13
02-Nov-14,201411,20144,2014,01-Nov-14,02-Oct-14,02-Aug-14,02-Nov-13
03-Nov-14,201411,20144,2014,02-Nov-14,03-Oct-14,03-Aug-14,03-Nov-13
04-Nov-14,201411,20144,2014,03-Nov-14,04-Oct-14,04-Aug-14,04-Nov-13
05-Nov-14,201411,20144,2014,04-Nov-14,05-Oct-14,05-Aug-14,05-Nov-13
06-Nov-14,201411,20144,2014,05-Nov-14,06-Oct-14,06-Aug-14,06-Nov-13
07-Nov-14,201411,20144,2014,06-Nov-14,07-Oct-14,07-Aug-14,07-Nov-13
08-Nov-14,201411,20144,2014,07-Nov-14,08-Oct-14,08-Aug-14,08-Nov-13
09-Nov-14,201411,20144,2014,08-Nov-14,09-Oct-14,09-Aug-14,09-Nov-13
10-Nov-14,201411,20144,2014,09-Nov-14,10-Oct-14,10-Aug-14,10-Nov-13
11-Nov-14,201411,20144,2014,10-Nov-14,11-Oct-14,11-Aug-14,11-Nov-13
12-Nov-14,201411,20144,2014,11-Nov-14,12-Oct-14,12-Aug-14,12-Nov-13
13-Nov-14,201411,20144,2014,12-Nov-14,13-Oct-14,13-Aug-14,13-Nov-13
14-Nov-14,201411,20144,2014,13-Nov-14,14-Oct-14,14-Aug-14,14-Nov-13
15-Nov-14,201411,20144,2014,14-Nov-14,15-Oct-14,15-Aug-14,15-Nov-13
16-Nov-14,201411,20144,2014,15-Nov-14,16-Oct-14,16-Aug-14,16-Nov-13
17-Nov-14,201411,20144,2014,16-Nov-14,17-Oct-14,17-Aug-14,17-Nov-13
18-Nov-14,201411,20144,2014,17-Nov-14,18-Oct-14,18-Aug-14,18-Nov-13
19-Nov-14,201411,20144,2014,18-Nov-14,19-Oct-14,19-Aug-14,19-Nov-13
20-Nov-14,201411,20144,2014,19-Nov-14,20-Oct-14,20-Aug-14,20-Nov-13
21-Nov-14,201411,20144,2014,20-Nov-14,21-Oct-14,21-Aug-14,21-Nov-13
22-Nov-14,201411,20144,2014,21-Nov-14,22-Oct-14,22-Aug-14,22-Nov-13
23-Nov-14,201411,20144,2014,22-Nov-14,23-Oct-14,23-Aug-14,23-Nov-13
24-Nov-14,201411,20144,2014,23-Nov-14,24-Oct-14,24-Aug-14,24-Nov-13
25-Nov-14,201411,20144,2014,24-Nov-14,25-Oct-14,25-Aug-14,25-Nov-13
26-Nov-14,201411,20144,2014,25-Nov-14,26-Oct-14,26-Aug-14,26-Nov-13
27-Nov-14,201411,20144,2014,26-Nov-14,27-Oct-14,27-Aug-14,27-Nov-13
28-Nov-14,201411,20144,2014,27-Nov-14,28-Oct-14,28-Aug-14,28-Nov-13
29-Nov-14,201411,20144,2014,28-Nov-14,29-Oct-14,29-Aug-14,29-Nov-13
30-Nov-14,201411,20144,2014,29-Nov-14,30-Oct-14,30-Aug-14,30-Nov-13
01-Dec-14,201412,20144,2014,30-Nov-14,01-Nov-14,31-Aug-14,01-Dec-13
02-Dec-14,201412,20144,2014,01-Dec-14,02-Nov-14,01-Sep-14,02-Dec-13
03-Dec-14,201412,20144,2014,02-Dec-14,03-Nov-14,02-Sep-14,03-Dec-13
04-Dec-14,201412,20144,2014,03-Dec-14,04-Nov-14,03-Sep-14,04-Dec-13
05-Dec-14,201412,20144,2014,04-Dec-14,05-Nov-14,04-Sep-14,05-Dec-13
06-Dec-14,201412,20144,2014,05-Dec-14,06-Nov-14,05-Sep-14,06-Dec-13
07-Dec-14,201412,20144,2014,06-Dec-14,07-Nov-14,06-Sep-14,07-Dec-13
08-Dec-14,201412,20144,2014,07-Dec-14,08-Nov-14,07-Sep-14,08-Dec-13
09-Dec-14,201412,20144,2014,08-Dec-14,09-Nov-14,08-Sep-14,09-Dec-13
10-Dec-14,201412,20144,2014,09-Dec-14,10-Nov-14,09-Sep-14,10-Dec-13
11-Dec-14,201412,20144,2014,10-Dec-14,11-Nov-14,10-Sep-14,11-Dec-13
12-Dec-14,201412,20144,2014,11-Dec-14,12-Nov-14,11-Sep-14,12-Dec-13
13-Dec-14,201412,20144,2014,12-Dec-14,13-Nov-14,12-Sep-14,13-Dec-13
14-Dec-14,201412,20144,2014,13-Dec-14,14-Nov-14,13-Sep-14,14-Dec-13
15-Dec-14,201412,20144,2014,14-Dec-14,15-Nov-14,14-Sep-14,15-Dec-13
16-Dec-14,201412,20144,2014,15-Dec-14,16-Nov-14,15-Sep-14,16-Dec-13
17-Dec-14,201412,20144,2014,16-Dec-14,17-Nov-14,16-Sep-14,17-Dec-13
18-Dec-14,201412,20144,2014,17-Dec-14,18-Nov-14,17-Sep-14,18-Dec-13
19-Dec-14,201412,20144,2014,18-Dec-14,19-Nov-14,18-Sep-14,19-Dec-13
20-Dec-14,201412,20144,2014,19-Dec-14,20-Nov-14,19-Sep-14,20-Dec-13
21-Dec-14,201412,20144,2014,20-Dec-14,21-Nov-14,20-Sep-14,21-Dec-13
22-Dec-14,201412,20144,2014,21-Dec-14,22-Nov-14,21-Sep-14,22-Dec-13
23-Dec-14,201412,20144,2014,22-Dec-14,23-Nov-14,22-Sep-14,23-Dec-13
24-Dec-14,201412,20144,2014,23-Dec-14,24-Nov-14,23-Sep-14,24-Dec-13
25-Dec-14,201412,20144,2014,24-Dec-14,25-Nov-14,24-Sep-14,25-Dec-13
26-Dec-14,201412,20144,2014,25-Dec-14,26-Nov-14,25-Sep-14,26-Dec-13
27-Dec-14,201412,20144,2014,26-Dec-14,27-Nov-14,26-Sep-14,27-Dec-13
28-Dec-14,201412,20144,2014,27-Dec-14,28-Nov-14,27-Sep-14,28-Dec-13
29-Dec-14,201412,20144,2014,28-Dec-14,29-Nov-14,28-Sep-14,29-Dec-13
30-Dec-14,201412,20144,2014,29-Dec-14,30-Nov-14,29-Sep-14,30-Dec-13
31-Dec-14,201412,20144,2014,30-Dec-14,30-Nov-14,30-Sep-14,31-Dec-13
01-Jan-15,201501,20151,2015,31-Dec-14,01-Dec-14,01-Oct-14,01-Jan-14
02-Jan-15,201501,20151,2015,01-Jan-15,02-Dec-14,02-Oct-14,02-Jan-14
03-Jan-15,201501,20151,2015,02-Jan-15,03-Dec-14,03-Oct-14,03-Jan-14
04-Jan-15,201501,20151,2015,03-Jan-15,04-Dec-14,04-Oct-14,04-Jan-14
05-Jan-15,201501,20151,2015,04-Jan-15,05-Dec-14,05-Oct-14,05-Jan-14
06-Jan-15,201501,20151,2015,05-Jan-15,06-Dec-14,06-Oct-14,06-Jan-14
07-Jan-15,201501,20151,2015,06-Jan-15,07-Dec-14,07-Oct-14,07-Jan-14
08-Jan-15,201501,20151,2015,07-Jan-15,08-Dec-14,08-Oct-14,08-Jan-14
09-Jan-15,201501,20151,2015,08-Jan-15,09-Dec-14,09-Oct-14,09-Jan-14
10-Jan-15,201501,20151,2015,09-Jan-15,10-Dec-14,10-Oct-14,10-Jan-14
11-Jan-15,201501,20151,2015,10-Jan-15,11-Dec-14,11-Oct-14,11-Jan-14
12-Jan-15,201501,20151,2015,11-Jan-15,12-Dec-14,12-Oct-14,12-Jan-14
13-Jan-15,201501,20151,2015,12-Jan-15,13-Dec-14,13-Oct-14,13-Jan-14
14-Jan-15,201501,20151,2015,13-Jan-15,14-Dec-14,14-Oct-14,14-Jan-14
15-Jan-15,201501,20151,2015,14-Jan-15,15-Dec-14,15-Oct-14,15-Jan-14
16-Jan-15,201501,20151,2015,15-Jan-15,16-Dec-14,16-Oct-14,16-Jan-14
17-Jan-15,201501,20151,2015,16-Jan-15,17-Dec-14,17-Oct-14,17-Jan-14
18-Jan-15,201501,20151,2015,17-Jan-15,18-Dec-14,18-Oct-14,18-Jan-14
19-Jan-15,201501,20151,2015,18-Jan-15,19-Dec-14,19-Oct-14,19-Jan-14
20-Jan-15,201501,20151,2015,19-Jan-15,20-Dec-14,20-Oct-14,20-Jan-14
21-Jan-15,201501,20151,2015,20-Jan-15,21-Dec-14,21-Oct-14,21-Jan-14
22-Jan-15,201501,20151,2015,21-Jan-15,22-Dec-14,22-Oct-14,22-Jan-14
23-Jan-15,201501,20151,2015,22-Jan-15,23-Dec-14,23-Oct-14,23-Jan-14
24-Jan-15,201501,20151,2015,23-Jan-15,24-Dec-14,24-Oct-14,24-Jan-14
25-Jan-15,201501,20151,2015,24-Jan-15,25-Dec-14,25-Oct-14,25-Jan-14
26-Jan-15,201501,20151,2015,25-Jan-15,26-Dec-14,26-Oct-14,26-Jan-14
27-Jan-15,201501,20151,2015,26-Jan-15,27-Dec-14,27-Oct-14,27-Jan-14
28-Jan-15,201501,20151,2015,27-Jan-15,28-Dec-14,28-Oct-14,28-Jan-14
29-Jan-15,201501,20151,2015,28-Jan-15,29-Dec-14,29-Oct-14,29-Jan-14
30-Jan-15,201501,20151,2015,29-Jan-15,30-Dec-14,30-Oct-14,30-Jan-14
31-Jan-15,201501,20151,2015,30-Jan-15,31-Dec-14,31-Oct-14,31-Jan-14
01-Feb-15,201502,20151,2015,31-Jan-15,01-Jan-15,01-Nov-14,01-Feb-14
02-Feb-15,201502,20151,2015,01-Feb-15,02-Jan-15,02-Nov-14,02-Feb-14
03-Feb-15,201502,20151,2015,02-Feb-15,03-Jan-15,03-Nov-14,03-Feb-14
04-Feb-15,201502,20151,2015,03-Feb-15,04-Jan-15,04-Nov-14,04-Feb-14
05-Feb-15,201502,20151,2015,04-Feb-15,05-Jan-15,05-Nov-14,05-Feb-14
06-Feb-15,201502,20151,2015,05-Feb-15,06-Jan-15,06-Nov-14,06-Feb-14
07-Feb-15,201502,20151,2015,06-Feb-15,07-Jan-15,07-Nov-14,07-Feb-14
08-Feb-15,201502,20151,2015,07-Feb-15,08-Jan-15,08-Nov-14,08-Feb-14
09-Feb-15,201502,20151,2015,08-Feb-15,09-Jan-15,09-Nov-14,09-Feb-14
10-Feb-15,201502,20151,2015,09-Feb-15,10-Jan-15,10-Nov-14,10-Feb-14
11-Feb-15,201502,20151,2015,10-Feb-15,11-Jan-15,11-Nov-14,11-Feb-14
12-Feb-15,201502,20151,2015,11-Feb-15,12-Jan-15,12-Nov-14,12-Feb-14
13-Feb-15,201502,20151,2015,12-Feb-15,13-Jan-15,13-Nov-14,13-Feb-14
14-Feb-15,201502,20151,2015,13-Feb-15,14-Jan-15,14-Nov-14,14-Feb-14
15-Feb-15,201502,20151,2015,14-Feb-15,15-Jan-15,15-Nov-14,15-Feb-14
16-Feb-15,201502,20151,2015,15-Feb-15,16-Jan-15,16-Nov-14,16-Feb-14
17-Feb-15,201502,20151,2015,16-Feb-15,17-Jan-15,17-Nov-14,17-Feb-14
18-Feb-15,201502,20151,2015,17-Feb-15,18-Jan-15,18-Nov-14,18-Feb-14
19-Feb-15,201502,20151,2015,18-Feb-15,19-Jan-15,19-Nov-14,19-Feb-14
20-Feb-15,201502,20151,2015,19-Feb-15,20-Jan-15,20-Nov-14,20-Feb-14
21-Feb-15,201502,20151,2015,20-Feb-15,21-Jan-15,21-Nov-14,21-Feb-14
22-Feb-15,201502,20151,2015,21-Feb-15,22-Jan-15,22-Nov-14,22-Feb-14
23-Feb-15,201502,20151,2015,22-Feb-15,23-Jan-15,23-Nov-14,23-Feb-14
24-Feb-15,201502,20151,2015,23-Feb-15,24-Jan-15,24-Nov-14,24-Feb-14
25-Feb-15,201502,20151,2015,24-Feb-15,25-Jan-15,25-Nov-14,25-Feb-14
26-Feb-15,201502,20151,2015,25-Feb-15,26-Jan-15,26-Nov-14,26-Feb-14
27-Feb-15,201502,20151,2015,26-Feb-15,27-Jan-15,27-Nov-14,27-Feb-14
28-Feb-15,201502,20151,2015,27-Feb-15,28-Jan-15,28-Nov-14,28-Feb-14
01-Mar-15,201503,20151,2015,28-Feb-15,01-Feb-15,29-Nov-14,01-Mar-14
02-Mar-15,201503,20151,2015,01-Mar-15,02-Feb-15,30-Nov-14,02-Mar-14
03-Mar-15,201503,20151,2015,02-Mar-15,03-Feb-15,01-Dec-14,03-Mar-14
04-Mar-15,201503,20151,2015,03-Mar-15,04-Feb-15,02-Dec-14,04-Mar-14
05-Mar-15,201503,20151,2015,04-Mar-15,05-Feb-15,03-Dec-14,05-Mar-14
06-Mar-15,201503,20151,2015,05-Mar-15,06-Feb-15,04-Dec-14,06-Mar-14
07-Mar-15,201503,20151,2015,06-Mar-15,07-Feb-15,05-Dec-14,07-Mar-14
08-Mar-15,201503,20151,2015,07-Mar-15,08-Feb-15,06-Dec-14,08-Mar-14
09-Mar-15,201503,20151,2015,08-Mar-15,09-Feb-15,07-Dec-14,09-Mar-14
10-Mar-15,201503,20151,2015,09-Mar-15,10-Feb-15,08-Dec-14,10-Mar-14
11-Mar-15,201503,20151,2015,10-Mar-15,11-Feb-15,09-Dec-14,11-Mar-14
12-Mar-15,201503,20151,2015,11-Mar-15,12-Feb-15,10-Dec-14,12-Mar-14
13-Mar-15,201503,20151,2015,12-Mar-15,13-Feb-15,11-Dec-14,13-Mar-14
14-Mar-15,201503,20151,2015,13-Mar-15,14-Feb-15,12-Dec-14,14-Mar-14
15-Mar-15,201503,20151,2015,14-Mar-15,15-Feb-15,13-Dec-14,15-Mar-14
16-Mar-15,201503,20151,2015,15-Mar-15,16-Feb-15,14-Dec-14,16-Mar-14
17-Mar-15,201503,20151,2015,16-Mar-15,17-Feb-15,15-Dec-14,17-Mar-14
18-Mar-15,201503,20151,2015,17-Mar-15,18-Feb-15,16-Dec-14,18-Mar-14
19-Mar-15,201503,20151,2015,18-Mar-15,19-Feb-15,17-Dec-14,19-Mar-14
20-Mar-15,201503,20151,2015,19-Mar-15,20-Feb-15,18-Dec-14,20-Mar-14
21-Mar-15,201503,20151,2015,20-Mar-15,21-Feb-15,19-Dec-14,21-Mar-14
22-Mar-15,201503,20151,2015,21-Mar-15,22-Feb-15,20-Dec-14,22-Mar-14
23-Mar-15,201503,20151,2015,22-Mar-15,23-Feb-15,21-Dec-14,23-Mar-14
24-Mar-15,201503,20151,2015,23-Mar-15,24-Feb-15,22-Dec-14,24-Mar-14
25-Mar-15,201503,20151,2015,24-Mar-15,25-Feb-15,23-Dec-14,25-Mar-14
26-Mar-15,201503,20151,2015,25-Mar-15,26-Feb-15,24-Dec-14,26-Mar-14
27-Mar-15,201503,20151,2015,26-Mar-15,27-Feb-15,25-Dec-14,27-Mar-14
28-Mar-15,201503,20151,2015,27-Mar-15,28-Feb-15,26-Dec-14,28-Mar-14
29-Mar-15,201503,20151,2015,28-Mar-15,28-Feb-15,27-Dec-14,29-Mar-14
30-Mar-15,201503,20151,2015,29-Mar-15,28-Feb-15,28-Dec-14,30-Mar-14
31-Mar-15,201503,20151,2015,30-Mar-15,28-Feb-15,29-Dec-14,31-Mar-14
01-Apr-15,201504,20152,2015,31-Mar-15,01-Mar-15,01-Jan-15,01-Apr-14
02-Apr-15,201504,20152,2015,01-Apr-15,02-Mar-15,02-Jan-15,02-Apr-14
03-Apr-15,201504,20152,2015,02-Apr-15,03-Mar-15,03-Jan-15,03-Apr-14
04-Apr-15,201504,20152,2015,03-Apr-15,04-Mar-15,04-Jan-15,04-Apr-14
05-Apr-15,201504,20152,2015,04-Apr-15,05-Mar-15,05-Jan-15,05-Apr-14
06-Apr-15,201504,20152,2015,05-Apr-15,06-Mar-15,06-Jan-15,06-Apr-14
07-Apr-15,201504,20152,2015,06-Apr-15,07-Mar-15,07-Jan-15,07-Apr-14
08-Apr-15,201504,20152,2015,07-Apr-15,08-Mar-15,08-Jan-15,08-Apr-14
09-Apr-15,201504,20152,2015,08-Apr-15,09-Mar-15,09-Jan-15,09-Apr-14
10-Apr-15,201504,20152,2015,09-Apr-15,10-Mar-15,10-Jan-15,10-Apr-14
11-Apr-15,201504,20152,2015,10-Apr-15,11-Mar-15,11-Jan-15,11-Apr-14
12-Apr-15,201504,20152,2015,11-Apr-15,12-Mar-15,12-Jan-15,12-Apr-14
13-Apr-15,201504,20152,2015,12-Apr-15,13-Mar-15,13-Jan-15,13-Apr-14
14-Apr-15,201504,20152,2015,13-Apr-15,14-Mar-15,14-Jan-15,14-Apr-14
15-Apr-15,201504,20152,2015,14-Apr-15,15-Mar-15,15-Jan-15,15-Apr-14
16-Apr-15,201504,20152,2015,15-Apr-15,16-Mar-15,16-Jan-15,16-Apr-14
17-Apr-15,201504,20152,2015,16-Apr-15,17-Mar-15,17-Jan-15,17-Apr-14
18-Apr-15,201504,20152,2015,17-Apr-15,18-Mar-15,18-Jan-15,18-Apr-14
19-Apr-15,201504,20152,2015,18-Apr-15,19-Mar-15,19-Jan-15,19-Apr-14
20-Apr-15,201504,20152,2015,19-Apr-15,20-Mar-15,20-Jan-15,20-Apr-14
21-Apr-15,201504,20152,2015,20-Apr-15,21-Mar-15,21-Jan-15,21-Apr-14
22-Apr-15,201504,20152,2015,21-Apr-15,22-Mar-15,22-Jan-15,22-Apr-14
23-Apr-15,201504,20152,2015,22-Apr-15,23-Mar-15,23-Jan-15,23-Apr-14
24-Apr-15,201504,20152,2015,23-Apr-15,24-Mar-15,24-Jan-15,24-Apr-14
25-Apr-15,201504,20152,2015,24-Apr-15,25-Mar-15,25-Jan-15,25-Apr-14
26-Apr-15,201504,20152,2015,25-Apr-15,26-Mar-15,26-Jan-15,26-Apr-14
27-Apr-15,201504,20152,2015,26-Apr-15,27-Mar-15,27-Jan-15,27-Apr-14
28-Apr-15,201504,20152,2015,27-Apr-15,28-Mar-15,28-Jan-15,28-Apr-14
29-Apr-15,201504,20152,2015,28-Apr-15,29-Mar-15,29-Jan-15,29-Apr-14
30-Apr-15,201504,20152,2015,29-Apr-15,30-Mar-15,30-Jan-15,30-Apr-14
01-May-15,201505,20152,2015,30-Apr-15,01-Apr-15,31-Jan-15,01-May-14
02-May-15,201505,20152,2015,01-May-15,02-Apr-15,01-Feb-15,02-May-14
03-May-15,201505,20152,2015,02-May-15,03-Apr-15,02-Feb-15,03-May-14
04-May-15,201505,20152,2015,03-May-15,04-Apr-15,03-Feb-15,04-May-14
05-May-15,201505,20152,2015,04-May-15,05-Apr-15,04-Feb-15,05-May-14
06-May-15,201505,20152,2015,05-May-15,06-Apr-15,05-Feb-15,06-May-14
07-May-15,201505,20152,2015,06-May-15,07-Apr-15,06-Feb-15,07-May-14
08-May-15,201505,20152,2015,07-May-15,08-Apr-15,07-Feb-15,08-May-14
09-May-15,201505,20152,2015,08-May-15,09-Apr-15,08-Feb-15,09-May-14
10-May-15,201505,20152,2015,09-May-15,10-Apr-15,09-Feb-15,10-May-14
11-May-15,201505,20152,2015,10-May-15,11-Apr-15,10-Feb-15,11-May-14
12-May-15,201505,20152,2015,11-May-15,12-Apr-15,11-Feb-15,12-May-14
13-May-15,201505,20152,2015,12-May-15,13-Apr-15,12-Feb-15,13-May-14
14-May-15,201505,20152,2015,13-May-15,14-Apr-15,13-Feb-15,14-May-14
15-May-15,201505,20152,2015,14-May-15,15-Apr-15,14-Feb-15,15-May-14
16-May-15,201505,20152,2015,15-May-15,16-Apr-15,15-Feb-15,16-May-14
17-May-15,201505,20152,2015,16-May-15,17-Apr-15,16-Feb-15,17-May-14
18-May-15,201505,20152,2015,17-May-15,18-Apr-15,17-Feb-15,18-May-14
19-May-15,201505,20152,2015,18-May-15,19-Apr-15,18-Feb-15,19-May-14
20-May-15,201505,20152,2015,19-May-15,20-Apr-15,19-Feb-15,20-May-14
21-May-15,201505,20152,2015,20-May-15,21-Apr-15,20-Feb-15,21-May-14
22-May-15,201505,20152,2015,21-May-15,22-Apr-15,21-Feb-15,22-May-14
23-May-15,201505,20152,2015,22-May-15,23-Apr-15,22-Feb-15,23-May-14
24-May-15,201505,20152,2015,23-May-15,24-Apr-15,23-Feb-15,24-May-14
25-May-15,201505,20152,2015,24-May-15,25-Apr-15,24-Feb-15,25-May-14
26-May-15,201505,20152,2015,25-May-15,26-Apr-15,25-Feb-15,26-May-14
27-May-15,201505,20152,2015,26-May-15,27-Apr-15,26-Feb-15,27-May-14
28-May-15,201505,20152,2015,27-May-15,28-Apr-15,27-Feb-15,28-May-14
29-May-15,201505,20152,2015,28-May-15,29-Apr-15,28-Feb-15,29-May-14
30-May-15,201505,20152,2015,29-May-15,30-Apr-15,01-Mar-15,30-May-14
31-May-15,201505,20152,2015,30-May-15,30-Apr-15,02-Mar-15,31-May-14
01-Jun-15,201506,20152,2015,31-May-15,01-May-15,03-Mar-15,01-Jun-14
02-Jun-15,201506,20152,2015,01-Jun-15,02-May-15,04-Mar-15,02-Jun-14
03-Jun-15,201506,20152,2015,02-Jun-15,03-May-15,05-Mar-15,03-Jun-14
04-Jun-15,201506,20152,2015,03-Jun-15,04-May-15,06-Mar-15,04-Jun-14
05-Jun-15,201506,20152,2015,04-Jun-15,05-May-15,07-Mar-15,05-Jun-14
06-Jun-15,201506,20152,2015,05-Jun-15,06-May-15,08-Mar-15,06-Jun-14
07-Jun-15,201506,20152,2015,06-Jun-15,07-May-15,09-Mar-15,07-Jun-14
08-Jun-15,201506,20152,2015,07-Jun-15,08-May-15,10-Mar-15,08-Jun-14
09-Jun-15,201506,20152,2015,08-Jun-15,09-May-15,11-Mar-15,09-Jun-14
10-Jun-15,201506,20152,2015,09-Jun-15,10-May-15,12-Mar-15,10-Jun-14
11-Jun-15,201506,20152,2015,10-Jun-15,11-May-15,13-Mar-15,11-Jun-14
12-Jun-15,201506,20152,2015,11-Jun-15,12-May-15,14-Mar-15,12-Jun-14
13-Jun-15,201506,20152,2015,12-Jun-15,13-May-15,15-Mar-15,13-Jun-14
14-Jun-15,201506,20152,2015,13-Jun-15,14-May-15,16-Mar-15,14-Jun-14
15-Jun-15,201506,20152,2015,14-Jun-15,15-May-15,17-Mar-15,15-Jun-14
16-Jun-15,201506,20152,2015,15-Jun-15,16-May-15,18-Mar-15,16-Jun-14
17-Jun-15,201506,20152,2015,16-Jun-15,17-May-15,19-Mar-15,17-Jun-14
18-Jun-15,201506,20152,2015,17-Jun-15,18-May-15,20-Mar-15,18-Jun-14
19-Jun-15,201506,20152,2015,18-Jun-15,19-May-15,21-Mar-15,19-Jun-14
20-Jun-15,201506,20152,2015,19-Jun-15,20-May-15,22-Mar-15,20-Jun-14
21-Jun-15,201506,20152,2015,20-Jun-15,21-May-15,23-Mar-15,21-Jun-14
22-Jun-15,201506,20152,2015,21-Jun-15,22-May-15,24-Mar-15,22-Jun-14
23-Jun-15,201506,20152,2015,22-Jun-15,23-May-15,25-Mar-15,23-Jun-14
24-Jun-15,201506,20152,2015,23-Jun-15,24-May-15,26-Mar-15,24-Jun-14
25-Jun-15,201506,20152,2015,24-Jun-15,25-May-15,27-Mar-15,25-Jun-14
26-Jun-15,201506,20152,2015,25-Jun-15,26-May-15,28-Mar-15,26-Jun-14
27-Jun-15,201506,20152,2015,26-Jun-15,27-May-15,29-Mar-15,27-Jun-14
28-Jun-15,201506,20152,2015,27-Jun-15,28-May-15,30-Mar-15,28-Jun-14
29-Jun-15,201506,20152,2015,28-Jun-15,29-May-15,31-Mar-15,29-Jun-14
30-Jun-15,201506,20152,2015,29-Jun-15,30-May-15,31-Mar-15,30-Jun-14
01-Jul-15,201507,20153,2015,30-Jun-15,01-Jun-15,01-Apr-15,01-Jul-14
02-Jul-15,201507,20153,2015,01-Jul-15,02-Jun-15,02-Apr-15,02-Jul-14
03-Jul-15,201507,20153,2015,02-Jul-15,03-Jun-15,03-Apr-15,03-Jul-14
04-Jul-15,201507,20153,2015,03-Jul-15,04-Jun-15,04-Apr-15,04-Jul-14
05-Jul-15,201507,20153,2015,04-Jul-15,05-Jun-15,05-Apr-15,05-Jul-14
06-Jul-15,201507,20153,2015,05-Jul-15,06-Jun-15,06-Apr-15,06-Jul-14
07-Jul-15,201507,20153,2015,06-Jul-15,07-Jun-15,07-Apr-15,07-Jul-14
08-Jul-15,201507,20153,2015,07-Jul-15,08-Jun-15,08-Apr-15,08-Jul-14
09-Jul-15,201507,20153,2015,08-Jul-15,09-Jun-15,09-Apr-15,09-Jul-14
10-Jul-15,201507,20153,2015,09-Jul-15,10-Jun-15,10-Apr-15,10-Jul-14
11-Jul-15,201507,20153,2015,10-Jul-15,11-Jun-15,11-Apr-15,11-Jul-14
12-Jul-15,201507,20153,2015,11-Jul-15,12-Jun-15,12-Apr-15,12-Jul-14
13-Jul-15,201507,20153,2015,12-Jul-15,13-Jun-15,13-Apr-15,13-Jul-14
14-Jul-15,201507,20153,2015,13-Jul-15,14-Jun-15,14-Apr-15,14-Jul-14
15-Jul-15,201507,20153,2015,14-Jul-15,15-Jun-15,15-Apr-15,15-Jul-14
16-Jul-15,201507,20153,2015,15-Jul-15,16-Jun-15,16-Apr-15,16-Jul-14
17-Jul-15,201507,20153,2015,16-Jul-15,17-Jun-15,17-Apr-15,17-Jul-14
18-Jul-15,201507,20153,2015,17-Jul-15,18-Jun-15,18-Apr-15,18-Jul-14
19-Jul-15,201507,20153,2015,18-Jul-15,19-Jun-15,19-Apr-15,19-Jul-14
20-Jul-15,201507,20153,2015,19-Jul-15,20-Jun-15,20-Apr-15,20-Jul-14
21-Jul-15,201507,20153,2015,20-Jul-15,21-Jun-15,21-Apr-15,21-Jul-14
22-Jul-15,201507,20153,2015,21-Jul-15,22-Jun-15,22-Apr-15,22-Jul-14
23-Jul-15,201507,20153,2015,22-Jul-15,23-Jun-15,23-Apr-15,23-Jul-14
24-Jul-15,201507,20153,2015,23-Jul-15,24-Jun-15,24-Apr-15,24-Jul-14
25-Jul-15,201507,20153,2015,24-Jul-15,25-Jun-15,25-Apr-15,25-Jul-14
26-Jul-15,201507,20153,2015,25-Jul-15,26-Jun-15,26-Apr-15,26-Jul-14
27-Jul-15,201507,20153,2015,26-Jul-15,27-Jun-15,27-Apr-15,27-Jul-14
28-Jul-15,201507,20153,2015,27-Jul-15,28-Jun-15,28-Apr-15,28-Jul-14
29-Jul-15,201507,20153,2015,28-Jul-15,29-Jun-15,29-Apr-15,29-Jul-14
30-Jul-15,201507,20153,2015,29-Jul-15,30-Jun-15,30-Apr-15,30-Jul-14
31-Jul-15,201507,20153,2015,30-Jul-15,30-Jun-15,01-May-15,31-Jul-14
