ITEM_ID,MONTH_ID,UNITS_RECEIVED,MONTH_DURATION
90,201411,10,30
90,201412,60,31
90,201501,75,31
90,201502,10,28
90,201503,10,31
90,201504,20,30
90,201505,20,31
90,201506,40,30
90,201507,40,31
90,201508,50,31
90,201509,60,30
90,201510,30,31
90,201511,60,30
90,201512,40,31
90,201601,50,31
90,201602,20,28
90,201603,50,31
90,201604,40,30
90,201605,70,31
90,201606,60,30
90,201607,20,31
90,201608,70,31
90,201609,50,30
90,201610,50,31
90,201611,70,30
90,201612,60,31
91,201401,0,31
91,201402,50,28
91,201403,10,31
91,201404,30,30
91,201405,10,31
91,201406,20,30
91,201407,10,31
91,201408,10,31
91,201409,10,30
91,201410,20,31
91,201411,20,30
91,201412,30,31
91,201501,0,31
91,201502,20,28
91,201503,10,31
91,201504,0,30
91,201505,20,31
91,201506,20,30
91,201507,20,31
91,201508,20,31
91,201509,40,30
91,201510,0,31
91,201511,20,30
91,201512,0,31
91,201601,30,31
91,201602,30,28
91,201603,20,31
91,201604,10,30
91,201605,40,31
91,201606,30,30
91,201607,50,31
91,201608,10,31
91,201609,20,30
91,201610,40,31
91,201611,40,30
91,201612,30,31
92,201401,0,31
92,201402,50,28
92,201403,20,31
92,201404,10,30
92,201405,10,31
92,201406,0,30
92,201407,10,31
92,201408,10,31
92,201409,10,30
92,201410,30,31
92,201411,40,30
92,201412,10,31
92,201501,10,31
92,201502,10,28
92,201503,10,31
92,201504,10,30
92,201505,20,31
92,201506,10,30
92,201507,20,31
92,201508,20,31
92,201509,30,30
92,201510,0,31
92,201511,20,30
92,201512,50,31
92,201601,0,31
92,201602,10,28
92,201603,30,31
92,201604,20,30
92,201605,20,31
92,201606,30,30
92,201607,10,31
92,201608,20,31
92,201609,30,30
92,201610,30,31
92,201611,50,30
92,201612,40,31
93,201401,20,31
93,201402,10,28
93,201403,10,31
93,201404,30,30
93,201405,30,31
93,201406,0,30
93,201407,10,31
93,201408,20,31
93,201409,20,30
93,201410,10,31
93,201411,20,30
93,201412,10,31
93,201501,20,31
93,201502,10,28
93,201503,20,31
93,201504,10,30
93,201505,0,31
93,201506,50,30
93,201507,20,31
93,201508,0,31
93,201509,10,30
93,201510,20,31
93,201511,10,30
93,201512,50,31
93,201601,0,31
93,201602,40,28
93,201603,20,31
93,201604,30,30
93,201605,40,31
93,201606,10,30
93,201607,20,31
93,201608,20,31
93,201609,20,30
93,201610,30,31
93,201611,40,30
93,201612,50,31
94,201401,0,31
94,201402,60,28
94,201403,10,31
94,201404,30,30
94,201405,10,31
94,201406,20,30
94,201407,50,31
94,201408,40,31
94,201409,20,30
94,201410,50,31
94,201411,20,30
94,201412,60,31
94,201501,60,31
94,201502,20,28
94,201503,10,31
94,201504,50,30
94,201505,10,31
94,201506,50,30
94,201507,20,31
94,201508,50,31
94,201509,50,30
94,201510,60,31
94,201511,60,30
94,201512,40,31
94,201601,60,31
94,201602,40,28
94,201603,50,31
94,201604,60,30
94,201605,50,31
94,201606,100,30
94,201607,60,31
94,201608,20,31
94,201609,40,30
94,201610,40,31
94,201611,70,30
94,201612,70,31
95,201401,40,31
95,201402,50,28
95,201403,10,31
95,201404,30,30
95,201405,30,31
95,201406,10,30
95,201407,50,31
95,201408,20,31
95,201409,20,30
95,201410,50,31
95,201411,60,30
95,201412,60,31
95,201501,20,31
95,201502,20,28
95,201503,40,31
95,201504,50,30
95,201505,20,31
95,201506,80,30
95,201507,20,31
95,201508,0,31
95,201509,70,30
95,201510,50,31
95,201511,40,30
95,201512,40,31
95,201601,40,31
95,201602,50,28
95,201603,60,31
95,201604,60,30
95,201605,40,31
95,201606,30,30
95,201607,60,31
95,201608,50,31
95,201609,50,30
95,201610,30,31
95,201611,70,30
95,201612,80,31
96,201401,0,31
96,201402,50,28
96,201403,20,31
96,201404,20,30
96,201405,10,31
96,201406,20,30
96,201407,40,31
96,201408,20,31
96,201409,50,30
96,201410,50,31
96,201411,50,30
96,201412,50,31
96,201501,20,31
96,201502,30,28
96,201503,60,31
96,201504,30,30
96,201505,20,31
96,201506,100,30
96,201507,20,31
96,201508,0,31
96,201509,30,30
96,201510,70,31
96,201511,40,30
96,201512,70,31
96,201601,40,31
96,201602,60,28
96,201603,10,31
96,201604,60,30
96,201605,40,31
96,201606,50,30
96,201607,40,31
96,201608,60,31
96,201609,70,30
96,201610,50,31
96,201611,80,30
96,201612,70,31
97,201401,40,31
97,201402,10,28
97,201403,10,31
97,201404,10,30
97,201405,20,31
97,201406,20,30
97,201407,30,31
97,201408,30,31
97,201409,60,30
97,201410,40,31
97,201411,40,30
97,201412,20,31
97,201501,20,31
97,201502,20,28
97,201503,30,31
97,201504,40,30
97,201505,50,31
97,201506,40,30
97,201507,30,31
97,201508,50,31
97,201509,40,30
97,201510,40,31
97,201511,60,30
97,201512,40,31
97,201601,40,31
97,201602,60,28
97,201603,80,31
97,201604,40,30
97,201605,50,31
97,201606,30,30
97,201607,50,31
97,201608,60,31
97,201609,50,30
97,201610,20,31
97,201611,80,30
97,201612,80,31
98,201401,0,31
98,201402,20,28
98,201403,20,31
98,201404,20,30
98,201405,30,31
98,201406,20,30
98,201407,20,31
98,201408,10,31
98,201409,10,30
98,201410,10,31
98,201411,10,30
98,201412,10,31
98,201501,20,31
98,201502,10,28
98,201503,10,31
98,201504,60,30
98,201505,0,31
98,201506,40,30
98,201507,20,31
98,201508,10,31
98,201509,10,30
98,201510,20,31
98,201511,10,30
98,201512,20,31
98,201601,10,31
98,201602,30,28
98,201603,20,31
98,201604,20,30
98,201605,30,31
98,201606,20,30
98,201607,20,31
98,201608,30,31
98,201609,20,30
98,201610,30,31
98,201611,40,30
98,201612,20,31
99,201401,0,31
99,201402,50,28
99,201403,25,31
99,201404,20,30
99,201405,10,31
99,201406,20,30
99,201407,10,31
99,201408,10,31
99,201409,10,30
99,201410,10,31
99,201411,10,30
99,201412,20,31
99,201501,80,31
99,201502,10,28
99,201503,10,31
99,201504,10,30
99,201505,0,31
99,201506,10,30
99,201507,0,31
99,201508,30,31
99,201509,20,30
99,201510,20,31
99,201511,30,30
99,201512,60,31
99,201601,0,31
99,201602,40,28
99,201603,10,31
99,201604,30,30
99,201605,40,31
99,201606,70,30
99,201607,60,31
99,201608,10,31
99,201609,20,30
99,201610,40,31
99,201611,10,30
99,201612,30,31
100,201401,0,31
100,201402,10,28
100,201403,10,31
100,201404,20,30
100,201405,40,31
100,201406,20,30
100,201407,20,31
100,201408,40,31
100,201409,10,30
100,201410,20,31
100,201411,20,30
100,201412,10,31
100,201501,20,31
100,201502,20,28
100,201503,20,31
100,201504,30,30
100,201505,20,31
100,201506,10,30
100,201507,20,31
100,201508,20,31
100,201509,20,30
100,201510,10,31
100,201511,10,30
100,201512,50,31
100,201601,10,31
100,201602,10,28
100,201603,10,31
100,201604,10,30
100,201605,50,31
100,201606,20,30
100,201607,10,31
100,201608,20,31
100,201609,30,30
100,201610,20,31
100,201611,30,30
100,201612,20,31
101,201401,40,31
101,201402,20,28
101,201403,50,31
101,201404,30,30
101,201405,20,31
101,201406,20,30
101,201407,20,31
101,201408,20,31
101,201409,50,30
101,201410,10,31
101,201411,30,30
101,201412,50,31
101,201501,50,31
101,201502,10,28
101,201503,80,31
101,201504,40,30
101,201505,20,31
101,201506,80,30
101,201507,0,31
101,201508,30,31
101,201509,50,30
101,201510,50,31
101,201511,80,30
101,201512,110,31
101,201601,0,31
101,201602,0,28
101,201603,50,31
101,201604,90,30
101,201605,20,31
101,201606,110,30
101,201607,20,31
101,201608,70,31
101,201609,40,30
101,201610,40,31
101,201611,50,30
101,201612,70,31
102,201401,50,31
102,201402,30,28
102,201403,50,31
102,201404,10,30
102,201405,10,31
102,201406,20,30
102,201407,40,31
102,201408,20,31
102,201409,50,30
102,201410,50,31
102,201411,20,30
102,201412,50,31
102,201501,20,31
102,201502,60,28
102,201503,80,31
102,201504,20,30
102,201505,20,31
102,201506,30,30
102,201507,80,31
102,201508,0,31
102,201509,40,30
102,201510,60,31
102,201511,50,30
102,201512,70,31
102,201601,10,31
102,201602,60,28
102,201603,30,31
102,201604,60,30
102,201605,30,31
102,201606,80,30
102,201607,70,31
102,201608,50,31
102,201609,10,30
102,201610,40,31
102,201611,70,30
102,201612,70,31
103,201401,0,31
103,201402,50,28
103,201403,40,31
103,201404,10,30
103,201405,10,31
103,201406,0,30
103,201407,40,31
103,201408,10,31
103,201409,10,30
103,201410,50,31
103,201411,10,30
103,201412,20,31
103,201501,20,31
103,201502,50,28
103,201503,10,31
103,201504,10,30
103,201505,10,31
103,201506,10,30
103,201507,20,31
103,201508,20,31
103,201509,0,30
103,201510,40,31
103,201511,80,30
103,201512,10,31
103,201601,0,31
103,201602,10,28
103,201603,10,31
103,201604,50,30
103,201605,30,31
103,201606,10,30
103,201607,50,31
103,201608,10,31
103,201609,10,30
103,201610,20,31
103,201611,30,30
103,201612,20,31
104,201401,0,31
104,201402,50,28
104,201403,50,31
104,201404,40,30
104,201405,10,31
104,201406,10,30
104,201407,10,31
104,201408,10,31
104,201409,10,30
104,201410,10,31
104,201411,0,30
104,201412,20,31
104,201501,10,31
104,201502,10,28
104,201503,10,31
104,201504,10,30
104,201505,20,31
104,201506,10,30
104,201507,20,31
104,201508,40,31
104,201509,0,30
104,201510,20,31
104,201511,10,30
104,201512,60,31
104,201601,0,31
104,201602,10,28
104,201603,20,31
104,201604,40,30
104,201605,40,31
104,201606,10,30
104,201607,60,31
104,201608,10,31
104,201609,10,30
104,201610,20,31
104,201611,10,30
104,201612,40,31
105,201401,0,31
105,201402,20,28
105,201403,50,31
105,201404,40,30
105,201405,10,31
105,201406,0,30
105,201407,30,31
105,201408,10,31
105,201409,10,30
105,201410,10,31
105,201411,10,30
105,201412,20,31
105,201501,10,31
105,201502,70,28
105,201503,10,31
105,201504,20,30
105,201505,10,31
105,201506,10,30
105,201507,20,31
105,201508,0,31
105,201509,0,30
105,201510,60,31
105,201511,10,30
105,201512,20,31
105,201601,0,31
105,201602,50,28
105,201603,10,31
105,201604,10,30
105,201605,40,31
105,201606,10,30
105,201607,60,31
105,201608,10,31
105,201609,20,30
105,201610,30,31
105,201611,30,30
105,201612,20,31
106,201401,0,31
106,201402,10,28
106,201403,30,31
106,201404,50,30
106,201405,10,31
106,201406,10,30
106,201407,40,31
106,201408,0,31
106,201409,40,30
106,201410,10,31
106,201411,40,30
106,201412,10,31
106,201501,0,31
106,201502,10,28
106,201503,40,31
106,201504,20,30
106,201505,40,31
106,201506,10,30
106,201507,10,31
106,201508,20,31
106,201509,40,30
106,201510,10,31
106,201511,40,30
106,201512,10,31
106,201601,10,31
106,201602,10,28
106,201603,10,31
106,201604,20,30
106,201605,30,31
106,201606,60,30
106,201607,10,31
106,201608,0,31
106,201609,10,30
106,201610,10,31
106,201611,30,30
106,201612,40,31
107,201401,50,31
107,201402,10,28
107,201403,60,31
107,201404,10,30
107,201405,10,31
107,201406,30,30
107,201407,30,31
107,201408,0,31
107,201409,10,30
107,201410,10,31
107,201411,10,30
107,201412,60,31
107,201501,10,31
107,201502,0,28
107,201503,30,31
107,201504,30,30
107,201505,0,31
107,201506,10,30
107,201507,10,31
107,201508,0,31
107,201509,30,30
107,201510,0,31
107,201511,40,30
107,201512,10,31
107,201601,20,31
107,201602,20,28
107,201603,10,31
107,201604,10,30
107,201605,30,31
107,201606,70,30
107,201607,10,31
107,201608,0,31
107,201609,60,30
107,201610,0,31
107,201611,30,30
107,201612,50,31
108,201401,20,31
108,201402,10,28
108,201403,30,31
108,201404,30,30
108,201405,10,31
108,201406,30,30
108,201407,0,31
108,201408,30,31
108,201409,10,30
108,201410,50,31
108,201411,30,30
108,201412,0,31
108,201501,0,31
108,201502,20,28
108,201503,30,31
108,201504,10,30
108,201505,30,31
108,201506,30,30
108,201507,0,31
108,201508,50,31
108,201509,10,30
108,201510,10,31
108,201511,0,30
108,201512,70,31
108,201601,10,31
108,201602,10,28
108,201603,10,31
108,201604,0,30
108,201605,40,31
108,201606,10,30
108,201607,60,31
108,201608,0,31
108,201609,20,30
108,201610,20,31
108,201611,50,30
108,201612,10,31
109,201401,50,31
109,201402,10,28
109,201403,30,31
109,201404,30,30
109,201405,10,31
109,201406,10,30
109,201407,30,31
109,201408,0,31
109,201409,10,30
109,201410,50,31
109,201411,30,30
109,201412,0,31
109,201501,30,31
109,201502,50,28
109,201503,10,31
109,201504,10,30
109,201505,30,31
109,201506,20,30
109,201507,30,31
109,201508,0,31
109,201509,30,30
109,201510,10,31
109,201511,30,30
109,201512,10,31
109,201601,10,31
109,201602,40,28
109,201603,10,31
109,201604,0,30
109,201605,40,31
109,201606,20,30
109,201607,60,31
109,201608,40,31
109,201609,10,30
109,201610,0,31
109,201611,30,30
109,201612,30,31
110,201401,100,31
110,201402,30,28
110,201403,0,31
110,201404,0,30
110,201405,0,31
110,201406,30,30
110,201407,30,31
110,201408,0,31
110,201409,10,30
110,201410,0,31
110,201411,0,30
110,201412,60,31
110,201501,30,31
110,201502,0,28
110,201503,50,31
110,201504,10,30
110,201505,0,31
110,201506,0,30
110,201507,30,31
110,201508,0,31
110,201509,60,30
110,201510,30,31
110,201511,0,30
110,201512,30,31
110,201601,10,31
110,201602,50,28
110,201603,0,31
110,201604,60,30
110,201605,0,31
110,201606,70,30
110,201607,10,31
110,201608,10,31
110,201609,50,30
110,201610,10,31
110,201611,0,30
110,201612,50,31
111,201401,0,31
111,201402,40,28
111,201403,10,31
111,201404,10,30
111,201405,10,31
111,201406,10,30
111,201407,10,31
111,201408,10,31
111,201409,10,30
111,201410,10,31
111,201411,10,30
111,201412,20,31
111,201501,30,31
111,201502,0,28
111,201503,40,31
111,201504,30,30
111,201505,10,31
111,201506,60,30
111,201507,20,31
111,201508,0,31
111,201509,20,30
111,201510,30,31
111,201511,10,30
111,201512,50,31
111,201601,0,31
111,201602,20,28
111,201603,20,31
111,201604,30,30
111,201605,30,31
111,201606,40,30
111,201607,10,31
111,201608,30,31
111,201609,30,30
111,201610,20,31
111,201611,40,30
111,201612,40,31
112,201401,50,31
112,201402,60,28
112,201403,10,31
112,201404,10,30
112,201405,0,31
112,201406,0,30
112,201407,0,31
112,201408,30,31
112,201409,30,30
112,201410,10,31
112,201411,10,30
112,201412,60,31
112,201501,10,31
112,201502,30,28
112,201503,10,31
112,201504,30,30
112,201505,0,31
112,201506,30,30
112,201507,10,31
112,201508,0,31
112,201509,0,30
112,201510,10,31
112,201511,30,30
112,201512,60,31
112,201601,20,31
112,201602,10,28
112,201603,10,31
112,201604,0,30
112,201605,30,31
112,201606,20,30
112,201607,60,31
112,201608,50,31
112,201609,110,30
112,201610,10,31
112,201611,10,30
112,201612,10,31
113,201401,20,31
113,201402,40,28
113,201403,0,31
113,201404,0,30
113,201405,10,31
113,201406,40,30
113,201407,10,31
113,201408,0,31
113,201409,10,30
113,201410,10,31
113,201411,70,30
113,201412,0,31
113,201501,0,31
113,201502,10,28
113,201503,20,31
113,201504,20,30
113,201505,30,31
113,201506,30,30
113,201507,10,31
113,201508,30,31
113,201509,10,30
113,201510,30,31
113,201511,30,30
113,201512,40,31
113,201601,10,31
113,201602,20,28
113,201603,0,31
113,201604,30,30
113,201605,50,31
113,201606,10,30
113,201607,50,31
113,201608,20,31
113,201609,100,30
113,201610,0,31
113,201611,0,30
113,201612,0,31
114,201401,0,31
114,201402,20,28
114,201403,10,31
114,201404,10,30
114,201405,50,31
114,201406,30,30
114,201407,10,31
114,201408,50,31
114,201409,0,30
114,201410,0,31
114,201411,0,30
114,201412,10,31
114,201501,10,31
114,201502,0,28
114,201503,10,31
114,201504,30,30
114,201505,30,31
114,201506,20,30
114,201507,30,31
114,201508,0,31
114,201509,0,30
114,201510,40,31
114,201511,30,30
114,201512,0,31
114,201601,0,31
114,201602,20,28
114,201603,50,31
114,201604,50,30
114,201605,20,31
114,201606,10,30
114,201607,0,31
114,201608,60,31
114,201609,20,30
114,201610,10,31
114,201611,20,30
114,201612,30,31
115,201401,0,31
115,201402,10,28
115,201403,10,31
115,201404,50,30
115,201405,10,31
115,201406,0,30
115,201407,35,31
115,201408,0,31
115,201409,60,30
115,201410,10,31
115,201411,10,30
115,201412,60,31
115,201501,0,31
115,201502,30,28
115,201503,0,31
115,201504,0,30
115,201505,30,31
115,201506,10,30
115,201507,30,31
115,201508,0,31
115,201509,30,30
115,201510,30,31
115,201511,0,30
115,201512,10,31
115,201601,50,31
115,201602,10,28
115,201603,10,31
115,201604,50,30
115,201605,0,31
115,201606,60,30
115,201607,0,31
115,201608,50,31
115,201609,10,30
115,201610,20,31
115,201611,20,30
115,201612,30,31
116,201401,0,31
116,201402,30,28
116,201403,10,31
116,201404,60,30
116,201405,10,31
116,201406,0,30
116,201407,0,31
116,201408,10,31
116,201409,10,30
116,201410,80,31
116,201411,0,30
116,201412,10,31
116,201501,30,31
116,201502,0,28
116,201503,0,31
116,201504,20,30
116,201505,30,31
116,201506,30,30
116,201507,30,31
116,201508,0,31
116,201509,10,30
116,201510,20,31
116,201511,30,30
116,201512,60,31
116,201601,0,31
116,201602,0,28
116,201603,80,31
116,201604,10,30
116,201605,10,31
116,201606,20,30
116,201607,50,31
116,201608,50,31
116,201609,10,30
116,201610,10,31
116,201611,10,30
116,201612,40,31
117,201401,0,31
117,201402,30,28
117,201403,30,31
117,201404,0,30
117,201405,0,31
117,201406,30,30
117,201407,60,31
117,201408,10,31
117,201409,30,30
117,201410,0,31
117,201411,0,30
117,201412,0,31
117,201501,30,31
117,201502,10,28
117,201503,30,31
117,201504,0,30
117,201505,30,31
117,201506,30,30
117,201507,0,31
117,201508,30,31
117,201509,80,30
117,201510,0,31
117,201511,0,30
117,201512,40,31
117,201601,10,31
117,201602,20,28
117,201603,20,31
117,201604,30,30
117,201605,30,31
117,201606,20,30
117,201607,50,31
117,201608,50,31
117,201609,20,30
117,201610,10,31
117,201611,30,30
117,201612,20,31
118,201401,50,31
118,201402,10,28
118,201403,10,31
118,201404,30,30
118,201405,0,31
118,201406,30,30
118,201407,0,31
118,201408,30,31
118,201409,10,30
118,201410,50,31
118,201411,0,30
118,201412,60,31
118,201501,10,31
118,201502,10,28
118,201503,10,31
118,201504,20,30
118,201505,0,31
118,201506,30,30
118,201507,0,31
118,201508,0,31
118,201509,10,30
118,201510,30,31
118,201511,20,30
118,201512,30,31
118,201601,30,31
118,201602,40,28
118,201603,0,31
118,201604,50,30
118,201605,0,31
118,201606,70,30
118,201607,10,31
118,201608,20,31
118,201609,0,30
118,201610,40,31
118,201611,30,30
118,201612,20,31
119,201401,0,31
119,201402,30,28
119,201403,30,31
119,201404,0,30
119,201405,0,31
119,201406,0,30
119,201407,80,31
119,201408,0,31
119,201409,10,30
119,201410,50,31
119,201411,10,30
119,201412,10,31
119,201501,10,31
119,201502,10,28
119,201503,20,31
119,201504,40,30
119,201505,0,31
119,201506,0,30
119,201507,50,31
119,201508,0,31
119,201509,0,30
119,201510,20,31
119,201511,40,30
119,201512,40,31
119,201601,100,31
119,201602,0,28
119,201603,0,31
119,201604,10,30
119,201605,30,31
119,201606,10,30
119,201607,0,31
119,201608,10,31
119,201609,30,30
119,201610,30,31
119,201611,60,30
119,201612,10,31
120,201401,10,31
120,201402,50,28
120,201403,30,31
120,201404,10,30
120,201405,0,31
120,201406,0,30
120,201407,0,31
120,201408,55,31
120,201409,0,30
120,201410,0,31
120,201411,0,30
120,201412,60,31
120,201501,40,31
120,201502,10,28
120,201503,10,31
120,201504,10,30
120,201505,0,31
120,201506,10,30
120,201507,40,31
120,201508,0,31
120,201509,10,30
120,201510,50,31
120,201511,10,30
120,201512,20,31
120,201601,20,31
120,201602,50,28
120,201603,10,31
120,201604,10,30
120,201605,30,31
120,201606,10,30
120,201607,60,31
120,201608,0,31
120,201609,100,30
120,201610,10,31
120,201611,20,30
120,201612,10,31
121,201401,0,31
121,201402,20,28
121,201403,40,31
121,201404,30,30
121,201405,50,31
121,201406,10,30
121,201407,30,31
121,201408,55,31
121,201409,40,30
121,201410,0,31
121,201411,40,30
121,201412,20,31
121,201501,50,31
121,201502,50,28
121,201503,0,31
121,201504,70,30
121,201505,0,31
121,201506,40,30
121,201507,40,31
121,201508,70,31
121,201509,40,30
121,201510,30,31
121,201511,40,30
121,201512,60,31
121,201601,40,31
121,201602,60,28
121,201603,70,31
121,201604,50,30
121,201605,30,31
121,201606,70,30
121,201607,40,31
121,201608,60,31
121,201609,110,30
121,201610,20,31
121,201611,80,30
121,201612,20,31
122,201401,20,31
122,201402,40,28
122,201403,50,31
122,201404,30,30
122,201405,10,31
122,201406,0,30
122,201407,35,31
122,201408,25,31
122,201409,70,30
122,201410,50,31
122,201411,10,30
122,201412,20,31
122,201501,30,31
122,201502,80,28
122,201503,80,31
122,201504,40,30
122,201505,0,31
122,201506,50,30
122,201507,0,31
122,201508,40,31
122,201509,100,30
122,201510,0,31
122,201511,80,30
122,201512,60,31
122,201601,0,31
122,201602,40,28
122,201603,60,31
122,201604,60,30
122,201605,30,31
122,201606,70,30
122,201607,50,31
122,201608,70,31
122,201609,0,30
122,201610,60,31
122,201611,80,30
122,201612,60,31
123,201401,50,31
123,201402,40,28
123,201403,50,31
123,201404,30,30
123,201405,50,31
123,201406,0,30
123,201407,10,31
123,201408,30,31
123,201409,70,30
123,201410,50,31
123,201411,0,30
123,201412,20,31
123,201501,25,31
123,201502,40,28
123,201503,80,31
123,201504,40,30
123,201505,25,31
123,201506,60,30
123,201507,0,31
123,201508,100,31
123,201509,0,30
123,201510,40,31
123,201511,100,30
123,201512,50,31
123,201601,30,31
123,201602,10,28
123,201603,20,31
123,201604,60,30
123,201605,70,31
123,201606,60,30
123,201607,70,31
123,201608,40,31
123,201609,50,30
123,201610,60,31
123,201611,70,30
123,201612,70,31
124,201401,0,31
124,201402,20,28
124,201403,10,31
124,201404,10,30
124,201405,10,31
124,201406,10,30
124,201407,10,31
124,201408,20,31
124,201409,10,30
124,201410,20,31
124,201411,10,30
124,201412,40,31
124,201501,0,31
124,201502,10,28
124,201503,40,31
124,201504,20,30
124,201505,0,31
124,201506,40,30
124,201507,0,31
124,201508,30,31
124,201509,50,30
124,201510,0,31
124,201511,40,30
124,201512,30,31
124,201601,0,31
124,201602,10,28
124,201603,40,31
124,201604,30,30
124,201605,40,31
124,201606,20,30
124,201607,50,31
124,201608,20,31
124,201609,60,30
124,201610,0,31
124,201611,20,30
124,201612,40,31
125,201401,30,31
125,201402,65,28
125,201403,30,31
125,201404,30,30
125,201405,50,31
125,201406,60,30
125,201407,0,31
125,201408,70,31
125,201409,0,30
125,201410,40,31
125,201411,50,30
125,201412,0,31
125,201501,30,31
125,201502,10,28
125,201503,20,31
125,201504,70,30
125,201505,0,31
125,201506,100,30
125,201507,0,31
125,201508,80,31
125,201509,30,30
125,201510,60,31
125,201511,60,30
125,201512,60,31
125,201601,0,31
125,201602,60,28
125,201603,70,31
125,201604,60,30
125,201605,40,31
125,201606,70,30
125,201607,40,31
125,201608,40,31
125,201609,60,30
125,201610,30,31
125,201611,60,30
125,201612,60,31
126,201401,0,31
126,201402,30,28
126,201403,10,31
126,201404,10,30
126,201405,50,31
126,201406,20,30
126,201407,50,31
126,201408,10,31
126,201409,40,30
126,201410,50,31
126,201411,20,30
126,201412,100,31
126,201501,0,31
126,201502,70,28
126,201503,50,31
126,201504,0,30
126,201505,0,31
126,201506,150,30
126,201507,0,31
126,201508,0,31
126,201509,50,30
126,201510,25,31
126,201511,80,30
126,201512,100,31
126,201601,0,31
126,201602,0,28
126,201603,40,31
126,201604,50,30
126,201605,50,31
126,201606,70,30
126,201607,50,31
126,201608,60,31
126,201609,110,30
126,201610,20,31
126,201611,40,30
126,201612,70,31
127,201401,0,31
127,201402,40,28
127,201403,30,31
127,201404,30,30
127,201405,50,31
127,201406,20,30
127,201407,10,31
127,201408,10,31
127,201409,10,30
127,201410,10,31
127,201411,10,30
127,201412,10,31
127,201501,0,31
127,201502,10,28
127,201503,0,31
127,201504,20,30
127,201505,10,31
127,201506,20,30
127,201507,20,31
127,201508,0,31
127,201509,60,30
127,201510,0,31
127,201511,10,30
127,201512,20,31
127,201601,30,31
127,201602,60,28
127,201603,20,31
127,201604,10,30
127,201605,20,31
127,201606,10,30
127,201607,10,31
127,201608,50,31
127,201609,10,30
127,201610,20,31
127,201611,30,30
127,201612,40,31
128,201401,0,31
128,201402,40,28
128,201403,40,31
128,201404,10,30
128,201405,10,31
128,201406,0,30
128,201407,0,31
128,201408,0,31
128,201409,10,30
128,201410,10,31
128,201411,20,30
128,201412,40,31
128,201501,40,31
128,201502,30,28
128,201503,0,31
128,201504,0,30
128,201505,10,31
128,201506,80,30
128,201507,0,31
128,201508,0,31
128,201509,10,30
128,201510,0,31
128,201511,40,30
128,201512,10,31
128,201601,50,31
128,201602,60,28
128,201603,10,31
128,201604,10,30
128,201605,10,31
128,201606,60,30
128,201607,10,31
128,201608,40,31
128,201609,10,30
128,201610,10,31
128,201611,30,30
128,201612,30,31
129,201401,10,31
129,201402,40,28
129,201403,10,31
129,201404,10,30
129,201405,10,31
129,201406,10,30
129,201407,10,31
129,201408,10,31
129,201409,10,30
129,201410,30,31
129,201411,20,30
129,201412,30,31
129,201501,25,31
129,201502,20,28
129,201503,50,31
129,201504,25,30
129,201505,0,31
129,201506,100,30
129,201507,0,31
129,201508,0,31
129,201509,10,30
129,201510,20,31
129,201511,25,30
129,201512,20,31
129,201601,0,31
129,201602,30,28
129,201603,70,31
129,201604,10,30
129,201605,50,31
129,201606,10,30
129,201607,10,31
129,201608,60,31
129,201609,10,30
129,201610,10,31
129,201611,10,30
129,201612,30,31
130,201401,20,31
130,201402,40,28
130,201403,10,31
130,201404,10,30
130,201405,50,31
130,201406,0,30
130,201407,10,31
130,201408,30,31
130,201409,10,30
130,201410,50,31
130,201411,20,30
130,201412,10,31
130,201501,0,31
130,201502,10,28
130,201503,0,31
130,201504,10,30
130,201505,0,31
130,201506,10,30
130,201507,25,31
130,201508,20,31
130,201509,20,30
130,201510,25,31
130,201511,40,30
130,201512,10,31
130,201601,10,31
130,201602,20,28
130,201603,70,31
130,201604,20,30
130,201605,50,31
130,201606,10,30
130,201607,20,31
130,201608,30,31
130,201609,30,30
130,201610,10,31
130,201611,20,30
130,201612,30,31
131,201401,0,31
131,201402,60,28
131,201403,10,31
131,201404,30,30
131,201405,10,31
131,201406,10,30
131,201407,10,31
131,201408,40,31
131,201409,10,30
131,201410,50,31
131,201411,10,30
131,201412,10,31
131,201501,0,31
131,201502,10,28
131,201503,10,31
131,201504,25,30
131,201505,0,31
131,201506,30,30
131,201507,0,31
131,201508,25,31
131,201509,80,30
131,201510,25,31
131,201511,10,30
131,201512,10,31
131,201601,0,31
131,201602,30,28
131,201603,90,31
131,201604,10,30
131,201605,40,31
131,201606,10,30
131,201607,10,31
131,201608,10,31
131,201609,10,30
131,201610,20,31
131,201611,30,30
131,201612,40,31
132,201401,40,31
132,201402,10,28
132,201403,0,31
132,201404,0,30
132,201405,20,31
132,201406,40,30
132,201407,10,31
132,201408,10,31
132,201409,50,30
132,201410,30,31
132,201411,20,30
132,201412,10,31
132,201501,0,31
132,201502,50,28
132,201503,0,31
132,201504,0,30
132,201505,10,31
132,201506,50,30
132,201507,0,31
132,201508,10,31
132,201509,20,30
132,201510,0,31
132,201511,30,30
132,201512,20,31
132,201601,30,31
132,201602,50,28
132,201603,10,31
132,201604,60,30
132,201605,20,31
132,201606,10,30
132,201607,50,31
132,201608,20,31
132,201609,10,30
132,201610,20,31
132,201611,20,30
132,201612,30,31
133,201401,20,31
133,201402,45,28
133,201403,30,31
133,201404,30,30
133,201405,10,31
133,201406,30,30
133,201407,70,31
133,201408,10,31
133,201409,25,30
133,201410,50,31
133,201411,20,30
133,201412,40,31
133,201501,25,31
